# maestro2tex monte carlo -- test=px_mc_g315k samples=200
#@ donominal=no numruns=13 sampling=lds section=castalia_pm_25 seed=12345 temp=37 variations=mismatch
#! vout_zero			value(VS(\"/V_OUT\") 0)
#! i_zero			((value(VS(\"/V_OUT\") 0) - VAR(\"V_CM\")) / VAR(\"rf\"))
#! i_zero_lsb	-1.0	1.0	((value(VS(\"/V_OUT\") 0) - VAR(\"V_CM\")) / 0.002441)
#! re_zero			(value(VS(\"/RE\") 0) - VAR(\"v_ref\"))
1.22114	-9.1608e-08	-11.8216	-0.00456162
1.30844	1.85515e-07	23.9399	-0.0042969
1.1425	-3.41264e-07	-44.0386	0.00121036
1.25399	1.26624e-08	1.63402	-0.00134002
1.04927	-6.37225e-07	-82.2311	0.00661458
1.21187	-1.21036e-07	-15.6192	0.002338
1.45588	6.53583e-07	84.3419	-0.00253389
1.7638	1.6311e-06	210.486	-0.0186229
1.29386	1.39246e-07	17.969	-0.00166064
0.960063	-9.20436e-07	-118.778	0.00247699
1.13347	-3.69945e-07	-47.7398	0.00530205
0.957475	-9.28651e-07	-119.838	0.003856
1.42439	5.53628e-07	71.4432	-0.0028958
1.26477	4.68787e-08	6.04948	-0.000286076
1.17311	-2.44091e-07	-31.4988	-0.000255405
1.35075	3.19852e-07	41.2755	-0.00299257
1.25171	5.44193e-09	0.702256	0.00173355
1.01995	-7.30314e-07	-94.2438	-0.00132862
1.50155	7.98562e-07	103.051	0.00302305
1.05664	-6.13838e-07	-79.213	0.00237217
1.56532	1.001e-06	129.175	-0.0105235
1.07227	-5.64238e-07	-72.8124	0.00838607
1.16107	-2.82331e-07	-36.4336	-0.000141852
1.11583	-4.25948e-07	-54.9666	-0.00213759
1.14915	-3.20152e-07	-41.3142	-0.00494551
0.855414	-1.25265e-06	-161.649	0.0164574
1.51247	8.33243e-07	107.526	-0.00985596
0.93731	-9.92667e-07	-128.099	0.00693144
1.46618	6.86291e-07	88.5628	-0.00511013
