# maestro2tex monte carlo -- test=cab_mc_drive samples=200
#@ donominal=no numruns=19 sampling=lds section=castalia_pm_25 seed=12345 temp=37 variations=all
#! Rout_cl			abs(value(deriv(VS(\"/V_OutOL\")) 0))
#! i_sink_1m			cross(abs(verr) 0.001 1 \"falling\")
#! i_src_1m			cross(abs(verr) 0.001 1 \"rising\")
#! i_sink_50m			cross(abs(verr) 0.05 1 \"falling\")
#! i_src_50m	3.3e-05		cross(abs(verr) 0.05 1 \"rising\")
#! voff			(VDC(\"/V_OutOL\") - VAR(\"V_CM\"))
#! itot			abs(IDC(\"/POWER/SRC_VDD25/PLUS\"))
1.65086	-1.11111e+36	-1.11111e+36	-0.00224861	0.00230829	-0.00747263	0.000127364
1.72189	-0.00199178	-0.0019251	-0.00216558	0.0022289	-0.00285343	0.00012885
2.0957	-0.00196488	-0.00194877	-0.00206012	0.00212276	-0.0076159	0.000100904
1.89509	-0.00214409	-0.00207725	-0.00231022	0.00228674	-0.00274903	0.000118754
1.59101	-1.11111e+36	-1.11111e+36	-0.00200569	0.00215906	0.0108914	0.00014838
1.96468	-0.00203244	-0.00196365	-0.00220558	0.00220574	-0.00281169	0.0001242
1.50909	-0.00220782	-0.00217741	-0.00234577	0.00240317	-0.00458465	0.000130699
1.41826	-1.11111e+36	-1.11111e+36	-0.00228043	0.00228088	-0.00697835	0.00015225
1.98753	-0.00141758	0.0018801	-0.00206127	0.00217711	0.000325732	0.000106026
2.10505	-1.11111e+36	-1.11111e+36	-0.00208762	0.0022335	0.00432377	0.000105867
1.93182	-0.00180065	-0.00174599	-0.00196017	0.00206619	-0.00344911	0.000123959
2.00993	-0.00202435	-8.81442e-05	-0.00222902	0.00221547	-0.00116056	0.000105721
1.84387	-0.00208168	-0.00207784	-0.00220992	0.00232024	-0.00781851	0.000136419
1.95445	0.00211042	0.0021253	-0.00221058	0.00226896	0.00680636	0.000102349
1.66633	-0.00196662	-0.00195401	-0.00211639	0.00214852	-0.00497459	0.000128521
1.6744	-1.11111e+36	-1.11111e+36	-0.00224349	0.00231599	-0.00456801	0.000120989
1.92038	0.00198422	0.00201197	-0.00208559	0.00219995	0.00367611	0.000124406
1.54632	-0.00194432	-0.000176506	-0.00217279	0.00212712	-0.00122927	0.000146236
1.77864	-0.00190181	0.00184384	-0.00217464	0.00225465	-0.000158279	0.000118259
2.00274	-0.00188767	-0.00185429	-0.00202081	0.00215364	-0.0039711	0.000104942
2.29686	-1.11111e+36	-1.11111e+36	-0.00222635	0.00230407	0.0141179	0.000116999
2.33203	0.00135985	0.00184497	-0.00213816	0.00204638	0.001386	0.000110155
1.56532	-0.00200017	-0.00199974	-0.00211617	0.00220644	-0.00988168	0.000137745
1.69303	-1.11111e+36	-1.11111e+36	-0.00200907	0.00217671	0.00679535	0.00012225
1.49936	0.00196764	0.00208024	-0.0022467	0.00229597	0.0022458	0.000180823
2.09554	0.00165541	0.00189207	-0.00208312	0.00210081	0.00180843	0.000121734
1.81902	-0.00200241	-0.00199067	-0.00211321	0.00221787	-0.00627006	0.00010535
1.95376	-0.00208173	-0.000205955	-0.0022949	0.00235807	-0.00129596	0.000124116
1.87973	-1.11111e+36	-1.11111e+36	-0.00205292	0.00221431	0.00813018	0.000109352
1.96078	-1.11111e+36	-1.11111e+36	-0.00219822	0.00215822	-0.00936052	0.000106362
1.50981	-0.00200406	-0.00199609	-0.00215543	0.00224803	-0.00574384	0.000148738
