# maestro2tex monte carlo -- test=mc_step samples=200
#@ donominal=no numruns=40 sampling=lds section=castalia_pm_25 seed=12345 temp=37 variations=all
#! sr_rise			slewRate(VT(\"/V_OutOL\") 9e-05 t 0.001 t 10 90 nil)
#! sr_fall			slewRate(VT(\"/V_OutOL\") 0.001 t 0.002 t 10 90 nil)
#! t_rise			riseTime(VT(\"/V_OutOL\") 9e-05 t 0.001 t 10 90 nil)
#! t_fall			fallTime(VT(\"/V_OutOL\") 0.001 t 0.002 t 10 90 nil)
#! t_settle_rise			(settlingTime(VT(\"/V_OutOL\") 9e-05 t 0.001 t 0.1 nil) - 0.0001)
#! t_settle_fall			(settlingTime(VT(\"/V_OutOL\") 0.001 t 0.002 t 0.1 nil) - 0.0011)
#! os_rise			overshoot(VT(\"/V_OutOL\") 9e-05 t 0.001 t)
#! os_fall			overshoot(VT(\"/V_OutOL\") 0.001 t 0.002 t)
#! ring_pp			peakToPeak(clip(VT(\"/V_OutOL\") 0.00015 0.0011))
#! verr_hi			(value(VT(\"/V_OutOL\") 0.001) - value(VT(\"/V_InP\") 0.001))
#! verr_lo			(value(VT(\"/V_OutOL\") 0.002) - value(VT(\"/V_InP\") 0.002))
2070340	-1888380	3.86358e-07	4.23585e-07	7.24654e-07	8.66815e-07	1.11674	4.60426	3.23697e-12	0.00464734	0.00478514
1800310	-1664060	4.44277e-07	4.80653e-07	8.25667e-07	9.80107e-07	1.02659	4.51436	3.21942e-12	0.00199971	0.00220264
1393430	-1319970	5.74026e-07	6.05973e-07	1.05114e-06	1.21736e-06	0.855726	4.30902	4.41847e-12	-0.00221072	-0.00204427
1807020	-1830350	4.42604e-07	4.36963e-07	8.07782e-07	8.87372e-07	0.872166	4.39183	1.61782e-12	-0.00205237	-0.00179674
2338980	-2132040	3.41981e-07	3.75174e-07	6.5285e-07	7.7974e-07	1.2202	4.63268	8.06244e-13	0.00305855	0.00320107
1698560	-1474260	4.70949e-07	5.42601e-07	8.82133e-07	1.09582e-06	1.02585	4.47596	7.53086e-12	0.00311132	0.00319053
1569430	-1558360	5.09629e-07	5.13248e-07	9.17355e-07	1.02548e-06	0.785173	4.25361	2.56994e-12	-0.00312109	-0.00290457
1856030	-1650500	4.30955e-07	4.8462e-07	8.05598e-07	9.82961e-07	1.02964	4.46244	3.23319e-12	0.00135998	0.00152556
1860910	-1946050	4.29771e-07	4.10968e-07	7.8324e-07	8.42841e-07	0.821726	4.41978	8.32001e-13	-0.00470715	-0.00441354
1380100	-1459530	5.79472e-07	5.47935e-07	1.03128e-06	1.0931e-06	0.710464	4.14886	2.32969e-12	-0.00713086	-0.00678948
1824130	-1454690	4.38611e-07	5.50004e-07	8.512e-07	1.1201e-06	1.27263	4.73854	7.90723e-12	0.0126713	0.0125656
1387680	-1315580	5.76409e-07	6.07999e-07	1.0526e-06	1.21844e-06	0.863936	4.34771	5.40368e-12	0.000463546	0.000627162
2000770	-1700690	3.99819e-07	4.70366e-07	7.56858e-07	9.55364e-07	1.1366	4.58615	4.6434e-12	0.00684465	0.00691349
1191650	-1191400	6.71149e-07	6.71294e-07	1.1986e-06	1.32223e-06	0.707183	4.0809	2.40585e-12	-0.0035069	-0.00322781
1992770	-1926820	4.01374e-07	4.15113e-07	7.4981e-07	8.57985e-07	1.05231	4.55489	3.59979e-12	-0.000480035	-0.000288927
1718540	-1497830	4.6547e-07	5.34059e-07	8.71258e-07	1.07718e-06	1.07042	4.52728	3.1195e-12	0.00582294	0.00591112
1556990	-1654820	5.13632e-07	4.83266e-07	9.22449e-07	9.73145e-07	0.746218	4.23964	1.91958e-12	-0.00636648	-0.00601563
2175610	-2141370	3.67617e-07	3.73496e-07	6.86977e-07	7.77401e-07	1.00344	4.56356	1.35447e-12	-0.00418354	-0.00392489
1685190	-1611510	4.74642e-07	4.96343e-07	8.70889e-07	1.00271e-06	0.897497	4.40047	2.21756e-12	0.000976183	0.0011478
1459150	-1278510	5.48192e-07	6.25645e-07	1.02279e-06	1.25572e-06	0.980944	4.42963	5.20273e-12	0.0021357	0.00226643
1729320	-1530890	4.62563e-07	5.22517e-07	8.61704e-07	1.05416e-06	0.99031	4.4736	2.84217e-12	0.00377372	0.003877
1548150	-1476370	5.16645e-07	5.41765e-07	9.57016e-07	1.10572e-06	0.964726	4.41057	6.01719e-12	-0.000229917	-3.77506e-05
2043310	-2014210	3.91443e-07	3.97098e-07	7.23624e-07	8.1618e-07	0.926616	4.41515	2.66676e-12	-0.000150515	5.06711e-05
1743470	-1606020	4.58782e-07	4.98045e-07	8.55767e-07	1.01649e-06	1.04754	4.54881	5.52602e-12	0.000767955	0.000929763
2025780	-2176970	3.9476e-07	3.67343e-07	7.13465e-07	7.56787e-07	0.818642	4.42742	7.08322e-13	-0.00862189	-0.00824236
1940220	-1860330	4.12229e-07	4.29933e-07	7.71298e-07	8.86372e-07	1.02391	4.5016	2.6994e-12	-0.000849864	-0.000619121
1598620	-1547920	5.0034e-07	5.16729e-07	9.14688e-07	1.04135e-06	0.875422	4.38731	3.34777e-12	0.00151944	0.00170154
1576850	-1779810	5.07139e-07	4.49308e-07	8.94418e-07	8.94288e-07	0.657666	4.14457	7.03659e-13	-0.008513	-0.00811369
1520920	-1427890	5.25899e-07	5.60164e-07	9.67185e-07	1.12898e-06	0.943681	4.39615	4.71556e-12	-0.000875829	-0.000687834
2119300	-1743890	3.77512e-07	4.5878e-07	7.29744e-07	9.38361e-07	1.20457	4.58779	3.56981e-12	0.00741322	0.0073376
1749960	-1688200	4.57032e-07	4.73751e-07	8.38515e-07	9.62724e-07	0.908162	4.42373	1.81521e-12	-0.00148234	-0.00121654
1748390	-1532050	4.57537e-07	5.22146e-07	8.62243e-07	1.06079e-06	1.04132	4.55262	7.43672e-12	0.00517977	0.00523904
1945280	-2042390	4.11108e-07	3.91561e-07	7.47526e-07	8.03095e-07	0.847298	4.36972	1.22213e-12	-0.00782574	-0.00747774
1554520	-1570950	5.14475e-07	5.09093e-07	9.29693e-07	1.02337e-06	0.819835	4.31981	1.70353e-12	-0.00223785	-0.00193794
1740320	-1582150	4.59617e-07	5.05564e-07	8.57275e-07	1.02895e-06	1.0419	4.47702	2.32814e-12	0.0018834	0.00203304
1902500	-1873870	4.20406e-07	4.26831e-07	7.84115e-07	8.80413e-07	0.958518	4.49792	3.60667e-12	-0.000902091	-0.000682378
1656690	-1555080	4.8279e-07	5.14337e-07	8.89875e-07	1.04294e-06	0.958026	4.46384	2.26907e-12	-0.000641174	-0.000435144
1733080	-1532560	4.61559e-07	5.2195e-07	8.66162e-07	1.05806e-06	1.01338	4.49196	4.56124e-12	0.00334411	0.00344297
1194320	-1271050	6.69622e-07	6.29198e-07	1.17817e-06	1.23359e-06	0.634722	4.05035	6.7939e-12	-0.00719846	-0.00687416
1592410	-1529920	5.02288e-07	5.22804e-07	9.24234e-07	1.05952e-06	0.85838	4.37131	1.82787e-12	-0.0012539	-0.00106254
1957390	-1831080	4.08678e-07	4.36869e-07	7.57655e-07	8.8746e-07	0.947237	4.37301	2.40408e-12	-0.000339096	-0.000267761
1349980	-1279720	5.92471e-07	6.24997e-07	1.08101e-06	1.25371e-06	0.832023	4.36928	5.00955e-12	0.00226618	0.00248609
1974820	-1688200	4.05095e-07	4.73873e-07	7.68381e-07	9.60241e-07	1.13295	4.50769	5.10614e-12	0.0064544	0.00646423
1998240	-1979130	4.00277e-07	4.04141e-07	7.4174e-07	8.31146e-07	0.938793	4.41764	1.43996e-12	0.000372469	0.00056081
1698540	-1549590	4.70932e-07	5.16197e-07	8.7356e-07	1.04409e-06	0.977499	4.44851	1.91092e-12	0.00175616	0.0018871
1705910	-1493730	4.68885e-07	5.35488e-07	8.72777e-07	1.07724e-06	1.04186	4.46367	6.95888e-12	0.00375012	0.00390726
1889420	-1798790	4.23325e-07	4.44654e-07	7.85855e-07	9.10426e-07	0.999643	4.50298	3.26428e-12	-0.000470086	-0.000266952
2364250	-2160580	3.38345e-07	3.70238e-07	6.42503e-07	7.65865e-07	1.11864	4.58342	1.65934e-12	0.00400568	0.0040919
1647900	-1525590	4.85394e-07	5.24311e-07	9.0289e-07	1.06389e-06	0.969427	4.46182	4.41203e-12	0.00124268	0.00138884
1783300	-1753450	4.48515e-07	4.5615e-07	8.25133e-07	9.29624e-07	0.899564	4.42766	9.82769e-13	-0.000666805	-0.000460257
1877980	-1571320	4.2598e-07	5.09114e-07	8.05501e-07	1.02732e-06	1.11852	4.57691	1.86184e-12	0.00479818	0.00482346
1609270	-1639610	4.96952e-07	4.87758e-07	9.01058e-07	9.89437e-07	0.860319	4.33839	6.17284e-13	-0.00457531	-0.00424035
1659530	-1605270	4.81958e-07	4.9825e-07	8.72778e-07	9.98846e-07	0.822122	4.26636	2.66165e-12	-0.00292298	-0.00270394
1926030	-1864400	4.15285e-07	4.29013e-07	7.66422e-07	8.75641e-07	0.96034	4.45955	2.61369e-12	0.000324378	0.000509132
1489310	-1343090	5.37092e-07	5.95562e-07	9.97469e-07	1.20106e-06	0.958327	4.48521	2.93898e-12	0.00399453	0.00412694
1850470	-1633900	4.32292e-07	4.89592e-07	8.13768e-07	9.93855e-07	1.09576	4.49242	5.65858e-12	0.00324976	0.0033203
1494380	-1501240	5.352e-07	5.32754e-07	9.74789e-07	1.07778e-06	0.838238	4.32814	2.57994e-12	-0.0039158	-0.00365437
1648590	-1611000	4.85162e-07	4.96482e-07	8.83769e-07	1.00116e-06	0.836013	4.31733	3.26672e-12	-0.0012755	-0.00106503
1988750	-1845380	4.02211e-07	4.33459e-07	7.52163e-07	8.88826e-07	1.02978	4.5536	3.35243e-12	0.00149041	0.00161761
1854440	-1895090	4.31256e-07	4.22005e-07	7.86917e-07	8.63748e-07	0.884217	4.44321	2.43561e-12	-0.00336555	-0.00303898
1132760	-1073510	7.0607e-07	7.45044e-07	1.27842e-06	1.47848e-06	0.772957	4.22775	4.42912e-12	-0.00130047	-0.00106345
1835520	-1867300	4.35748e-07	4.28333e-07	7.96133e-07	8.72251e-07	0.861992	4.34116	1.30762e-12	-0.00252151	-0.00230224
1561900	-1501690	5.12069e-07	5.326e-07	9.29823e-07	1.06655e-06	0.841507	4.28476	2.89058e-12	-0.00160449	-0.00135776
