-2.26e-06 0.0005417402279
-2.237512438e-06 0.001362906375
-2.215024876e-06 0.0106740436
-2.192537313e-06 0.02273939993
-2.170049751e-06 0.03512644739
-2.147562189e-06 0.04762341998
-2.125074627e-06 0.06016671175
-2.102587065e-06 0.0727329679
-2.080099502e-06 0.08530932788
-2.05761194e-06 0.0978903285
-2.035124378e-06 0.1104736612
-2.012636816e-06 0.1230582994
-1.990149254e-06 0.1356437504
-1.967661692e-06 0.1482297585
-1.945174129e-06 0.1608161802
-1.922686567e-06 0.1734029298
-1.900199005e-06 0.1859899529
-1.877711443e-06 0.1985772125
-1.855223881e-06 0.2111646827
-1.832736318e-06 0.2237523442
-1.810248756e-06 0.236340182
-1.787761194e-06 0.2489281842
-1.765273632e-06 0.2615163409
-1.74278607e-06 0.2741046436
-1.720298507e-06 0.2866930849
-1.697810945e-06 0.2992816584
-1.675323383e-06 0.3118703581
-1.652835821e-06 0.3244591786
-1.630348259e-06 0.3370481149
-1.607860697e-06 0.3496371623
-1.585373134e-06 0.3622263165
-1.562885572e-06 0.3748155731
-1.54039801e-06 0.3874049284
-1.517910448e-06 0.3999943784
-1.495422886e-06 0.4125839197
-1.472935323e-06 0.4251735487
-1.450447761e-06 0.4377632622
-1.427960199e-06 0.4503530568
-1.405472637e-06 0.4629429297
-1.382985075e-06 0.4755328777
-1.360497512e-06 0.488122898
-1.33800995e-06 0.500712988
-1.315522388e-06 0.5133031448
-1.293034826e-06 0.525893366
-1.270547264e-06 0.538483649
-1.248059701e-06 0.5510739915
-1.225572139e-06 0.5636643911
-1.203084577e-06 0.5762548456
-1.180597015e-06 0.5888453529
-1.158109453e-06 0.6014359108
-1.135621891e-06 0.6140265173
-1.113134328e-06 0.6266171706
-1.090646766e-06 0.6392078687
-1.068159204e-06 0.6517986097
-1.045671642e-06 0.6643893921
-1.02318408e-06 0.676980214
-1.000696517e-06 0.6895710738
-9.782089552e-07 0.70216197
-9.55721393e-07 0.7147529011
-9.332338308e-07 0.7273438655
-9.107462687e-07 0.739934862
-8.882587065e-07 0.752525889
-8.657711443e-07 0.7651169454
-8.432835821e-07 0.7777080298
-8.207960199e-07 0.790299141
-7.983084577e-07 0.802890278
-7.758208955e-07 0.8154814394
-7.533333333e-07 0.8280726243
-7.308457711e-07 0.8406638315
-7.08358209e-07 0.8532550601
-6.858706468e-07 0.8658463092
-6.633830846e-07 0.8784375776
-6.408955224e-07 0.8910288647
-6.184079602e-07 0.9036201694
-5.95920398e-07 0.9162114909
-5.734328358e-07 0.9288028284
-5.509452736e-07 0.9413941812
-5.284577114e-07 0.9539855485
-5.059701493e-07 0.9665769295
-4.834825871e-07 0.9791683236
-4.609950249e-07 0.9917597301
-4.385074627e-07 1.004351148
-4.160199005e-07 1.016942578
-3.935323383e-07 1.029534017
-3.710447761e-07 1.042125467
-3.485572139e-07 1.054716926
-3.260696517e-07 1.067308394
-3.035820896e-07 1.07989987
-2.810945274e-07 1.092491353
-2.586069652e-07 1.105082844
-2.36119403e-07 1.117674342
-2.136318408e-07 1.130265846
-1.911442786e-07 1.142857356
-1.686567164e-07 1.155448871
-1.461691542e-07 1.168040391
-1.23681592e-07 1.180631916
-1.011940299e-07 1.193223445
-7.870646766e-08 1.205814977
-5.621890547e-08 1.218406513
-3.373134328e-08 1.230998052
-1.124378109e-08 1.243589594
1.124378109e-08 1.256181138
3.373134328e-08 1.268772684
5.621890547e-08 1.281364232
7.870646766e-08 1.29395578
1.011940299e-07 1.30654733
1.23681592e-07 1.319138881
1.461691542e-07 1.331730432
1.686567164e-07 1.344321982
1.911442786e-07 1.356913533
2.136318408e-07 1.369505083
2.36119403e-07 1.382096632
2.586069652e-07 1.39468818
