# maestro2tex monte carlo -- test=mc_stab samples=200
#@ donominal=no numruns=40 sampling=lds section=castalia_pm_25 seed=12345 temp=37 variations=all
#! ugf			cross(dB20(getData(\"loopGain\" ?result \"stb\")) 0 1 \"falling\")
#! pm	60.0		value(phase(getData(\"loopGain\" ?result \"stb\")) ugf)
#! fpc			cross(phase(getData(\"loopGain\" ?result \"stb\")) 0 1 \"falling\")
#! gm	10.0		(- value(dB20(getData(\"loopGain\" ?result \"stb\")) fpc))
#! aol_db	60.0		ymax(dB20(getData(\"loopGain\" ?result \"stb\")))
#! vn_rms		0.00122	rmsNoise(0.1 100000.0)
#! vn_lf			rmsNoise(0.1 10)
#! vn_1k			value(getData(\"out\" ?result \"noise\") 1000.0)
#! vn_floor			value(getData(\"out\" ?result \"noise\") 5000000.0)
2769440	59.8914	14644800	17.673	75.9125	2.36919e-05	1.45631e-05	1.73966e-07	2.12063e-08
2463450	60.4908	13638700	18.2268	75.648	2.46427e-05	1.50862e-05	1.80206e-07	1.99374e-08
1968970	61.0476	10772200	17.992	76.4387	2.54744e-05	1.54264e-05	1.84845e-07	1.70268e-08
2615930	61.2975	14498800	18.2141	75.4402	2.45524e-05	1.50612e-05	1.80169e-07	2.04155e-08
3025590	59.6306	15791300	17.578	76.8487	2.40633e-05	1.48926e-05	1.78004e-07	2.208e-08
2256870	60.3172	12557600	18.2435	77.3399	2.48496e-05	1.51195e-05	1.81557e-07	1.87666e-08
2309730	61.2422	12449800	17.8323	76.8708	2.40373e-05	1.46303e-05	1.74766e-07	1.86967e-08
2480440	60.1612	13444200	17.9397	76.6812	2.42905e-05	1.4851e-05	1.77985e-07	1.98047e-08
2702460	61.0251	14331600	17.6566	77.2219	2.46076e-05	1.51324e-05	1.81508e-07	2.04819e-08
2102020	61.8998	11555600	18.0702	76.1286	2.51315e-05	1.52635e-05	1.82437e-07	1.76525e-08
2246940	59.3396	12474500	18.2365	77.1852	2.54626e-05	1.5536e-05	1.86353e-07	1.92033e-08
1990070	61.2856	11376900	18.5487	74.6356	2.53606e-05	1.53127e-05	1.83635e-07	1.74054e-08
2589670	59.6241	13896600	17.8406	77.3656	2.39292e-05	1.46406e-05	1.75592e-07	2.04491e-08
1793760	62.05	10144000	18.3828	76.4961	2.53447e-05	1.52116e-05	1.82296e-07	1.58105e-08
2730370	60.4155	14732400	17.9222	75.2268	2.46918e-05	1.52211e-05	1.81798e-07	2.11073e-08
2304320	60.2948	12904000	18.3546	76.0453	2.43675e-05	1.48036e-05	1.77486e-07	1.91524e-08
2338310	61.6925	12783600	18.0464	75.5238	2.49409e-05	1.52582e-05	1.82039e-07	1.89113e-08
2971610	60.3253	15630400	17.5757	77.6604	2.45526e-05	1.51698e-05	1.82118e-07	2.16412e-08
2376530	60.8111	12862100	17.9133	76.6812	2.45424e-05	1.49926e-05	1.79296e-07	1.92311e-08
1967230	60.5064	10894500	18.1838	76.473	2.53544e-05	1.53334e-05	1.83697e-07	1.71421e-08
2328820	60.2634	12637700	17.9514	77.1656	2.44998e-05	1.49339e-05	1.78969e-07	1.90667e-08
2148920	60.8779	11853100	18.1118	75.6025	2.57304e-05	1.56475e-05	1.88278e-07	1.81849e-08
