# x y  (written by maestro2tex)
1 77.26484393
1.122018454 77.14147233
1.258925412 76.9909798
1.412537545 76.80864749
1.584893192 76.58948075
1.77827941 76.3284185
1.995262315 76.02061366
2.238721139 75.66176573
2.511886432 75.24846784
2.818382931 74.7785162
3.16227766 74.25112641
3.548133892 73.66701347
3.981071706 73.02831872
4.466835922 72.3383991
5.011872336 71.60152076
5.623413252 70.82251256
6.309573445 70.00643175
7.079457844 69.15828059
7.943282347 68.28279342
8.912509381 67.38429761
10 66.46663984
11.22018454 65.53316375
12.58925412 64.5867237
14.12537545 63.62972106
15.84893192 62.66415236
17.7827941 61.69166163
19.95262315 60.71359187
22.38721139 59.7310328
25.11886432 58.74486327
28.18382931 57.75578799
31.6227766 56.76436851
35.48133892 55.77104895
39.81071706 54.77617694
44.66835922 53.78002045
50.11872336 52.78278095
56.23413252 51.78460351
63.09573445 50.78558404
70.79457844 49.78577423
79.43282347 48.7851841
89.12509381 47.78378261
100 46.78149601
112.2018454 45.77820415
125.8925412 44.7737344
141.2537545 43.76785303
158.4893192 42.76025369
177.827941 41.75054251
199.5262315 40.73821945
223.8721139 39.72265516
251.1886432 38.70306304
281.8382931 37.67846597
316.227766 36.64765753
354.8133892 35.60915812
398.1071706 34.56116713
446.6835922 33.50151358
501.1872336 32.42760965
562.3413252 31.33641387
630.9573445 30.22441378
707.9457844 29.087641
794.3282347 27.9217339
891.2509381 26.72206321
1000 25.48393247
1122.018454 24.20285542
1258.925412 22.87489838
1412.537545 21.49705652
1584.893192 20.06761691
1778.27941 18.58645362
1995.262315 17.05520689
2238.721139 15.47732138
2511.886432 13.85794896
2818.382931 12.20375118
3162.27766 10.52265301
3548.133892 8.823599956
3981.071706 7.116356622
4466.835922 5.411362781
5011.872336 3.719640248
5623.413252 2.052724871
6309.573445 0.4225853109
7079.457844 -1.158514724
7943.282347 -2.678250557
8912.509381 -4.12459312
10000 -5.486290141
11220.18454 -6.753441531
12589.25412 -7.918103836
14125.37545 -8.974832332
15848.93192 -9.921062583
17782.7941 -10.75725312
19952.62315 -11.48675443
22387.21139 -12.11542419
25118.86432 -12.65105711
28183.82931 -13.10272489
31622.7766 -13.48012285
35481.33892 -13.79299916
39810.71706 -14.05071105
44668.35922 -14.26192131
50118.72336 -14.4344248
56234.13252 -14.57508128
63095.73445 -14.68982634
70794.57844 -14.78373369
79432.82347 -14.86110693
89125.09381 -14.92558441
100000 -14.98024636
112201.8454 -15.02771771
125892.5412 -15.07026378
141253.7545 -15.10987861
158489.3192 -15.14836736
177827.941 -15.18742586
199526.2315 -15.2287202
223872.1139 -15.27396891
251188.6432 -15.32502826
281838.2931 -15.38397943
316227.766 -15.45321341
354813.3892 -15.53550788
398107.1706 -15.63408844
446683.5922 -15.75266496
501187.2336 -15.89543176
562341.3252 -16.06701899
630957.3445 -16.27238175
707945.7844 -16.51661688
794328.2347 -16.80470532
891250.9381 -17.14119203
1000000 -17.52983322
1122018.454 -17.97325789
1258925.412 -18.47269876
1412537.545 -19.02784261
1584893.192 -19.63682834
1778279.41 -20.29639046
1995262.315 -21.00211502
2238721.139 -21.74875615
2511886.432 -22.5305575
2818382.931 -23.34153388
3162277.66 -24.17568644
3548133.892 -25.02714384
3981071.706 -25.89023742
4466835.922 -26.75952812
5011872.336 -27.62980854
5623413.252 -28.49610551
6309573.445 -29.35370856
7079457.844 -30.19824755
7943282.347 -31.02583814
8912509.381 -31.83330386
10000000 -32.61846921
11220184.54 -33.38049691
12589254.12 -34.12022053
14125375.45 -34.84040535
15848931.92 -35.54586598
17782794.1 -36.24338372
19952623.15 -36.94140122
22387211.39 -37.64951846
25118864.32 -38.37785893
28183829.31 -39.13640394
31622776.6 -39.93439812
35481338.92 -40.77990719
39810717.06 -41.67956979
44668359.22 -42.63854098
50118723.36 -43.66059053
56234132.52 -44.74830377
63095734.45 -45.90333513
70794578.44 -47.12667562
79432823.47 -48.41890467
89125093.81 -49.78039811
100000000 -51.21146212
