x y z
0.5 -6.9 1325.172522
0.5 -6.8 1323.285061
0.5 -6.7 1321.381968
0.5 -6.6 1319.461326
0.5 -6.5 1317.521084
0.5 -6.4 1315.559029
0.5 -6.3 1313.57277
0.5 -6.2 1311.559706
0.5 -6.1 1309.516998
0.5 -6 1307.441531
0.5 -5.9 1305.329873
0.5 -5.8 1303.178222
0.5 -5.7 1300.982349
0.5 -5.6 1298.737526
0.5 -5.5 1296.438439
0.5 -5.4 1294.079084
0.5 -5.3 1291.652645
0.5 -5.2 1289.151334
0.5 -5.1 1286.566207
0.5 -5 1283.886929
0.5 -4.9 1281.101481
0.5 -4.8 1278.195796
0.5 -4.7 1275.153301
0.5 -4.6 1271.954335
0.5 -4.5 1268.575409
0.5 -4.4 1264.988264
0.5 -4.3 1261.158669
0.5 -4.2 1257.044893
0.5 -4.1 1252.595778
0.5 -4 1247.748356
0.5 -3.9 1242.425013
0.5 -3.8 1236.530308
0.5 -3.7 1229.947892
0.5 -3.6 1222.538424
0.5 -3.5 1214.140188
0.5 -3.4 1204.574849
0.5 -3.3 1193.660731
0.5 -3.2 1181.233818
0.5 -3.1 1167.171819
0.5 -3 1151.411697
0.5 -2.9 1133.951685
0.5 -2.8 1114.836706
0.5 -2.7 1094.135081
0.5 -2.6 1071.916644
0.5 -2.5 1048.238033
0.5 -2.4 1023.135588
0.5 -2.3 996.6235565
0.5 -2.2 968.6950588
0.5 -2.1 939.3240345
0.5 -2 908.4672093
0.5 -1.9 876.0656799
0.5 -1.8 842.0460062
0.5 -1.7 806.3208343
0.5 -1.6 768.7891209
0.5 -1.5 729.3360395
0.5 -1.4 687.8326359
0.5 -1.3 644.135291
0.5 -1.2 598.0850248
0.5 -1.1 549.5066577
0.5 -1 498.207836
0.5 -0.9 443.9780139
0.5 -0.8 386.587978
0.5 -0.7 325.792732
0.5 -0.6 261.3503586
0.5 -0.5 193.116315
0.5 -0.4 121.5414326
0.5 -0.3 51.10231402
0.5 -0.2 18.40779588
0.5 -0.1 14.11729362
0.5 0 5.199183576
0.5 0.1 -13.38905388
0.5 0.2 -17.44116179
0.5 0.3 -145.2989111
0.5 0.4 -231.8628139
0.5 0.5 -250.3007098
0.5 0.6 -261.2506501
0.5 0.7 -269.121572
0.5 0.8 -275.2844697
0.5 0.9 -280.3597664
0.5 1 -284.6808995
0.5 1.1 -288.4479451
0.5 1.2 -291.7904899
0.5 1.3 -294.7973167
0.5 1.4 -297.5319327
0.5 1.5 -300.0413437
0.5 1.6 -302.3613215
0.5 1.7 -304.5197224
0.5 1.8 -306.5386641
0.5 1.9 -308.4360013
0.5 2 -310.2263559
0.5 2.1 -311.9218534
0.5 2.2 -313.5326606
0.5 2.3 -315.0673865
0.5 2.4 -316.5333849
0.5 2.5 -317.9369872
0.5 2.6 -319.2836841
0.5 2.7 -320.5782675
0.5 2.8 -321.8249452
0.5 2.9 -323.0274314
0.5 3 -324.1890216
0.5 3.1 -325.3126532
0.5 3.2 -326.4009556
0.5 3.3 -327.4562916
0.5 3.4 -328.480793
0.5 3.5 -329.476389
0.5 3.6 -330.4448317
0.5 3.7 -331.3877171
0.5 3.8 -332.3065028
0.5 3.9 -333.202524
0.5 4 -334.0770067
0.5 4.1 -334.9310792
0.5 4.2 -335.7657824
0.5 4.3 -336.5820787
0.5 4.4 -337.3808595
0.5 4.5 -338.1629521
0.5 4.6 -338.9291259
0.5 4.7 -339.6800975
0.5 4.8 -340.4165355
0.5 4.9 -341.1390648
0.5 5 -341.8482701
0.5 5.1 -342.5446995
0.5 5.2 -343.2288676
0.5 5.3 -343.901258
0.5 5.4 -344.5623256
0.5 5.5 -345.2124992
0.5 5.6 -345.8521833
0.5 5.7 -346.4817598
0.5 5.8 -347.10159
0.5 5.9 -347.7120156
0.5 6 -348.3133604
0.5 6.1 -348.9059316
0.5 6.2 -349.4900206
0.5 6.3 -350.0659044
0.5 6.4 -350.6338464
0.5 6.5 -351.1940971
0.5 6.6 -351.7468955
0.5 6.7 -352.292469
0.5 6.8 -352.8310348
0.5 6.9 -353.3628002
0.5 7 -353.8879633
0.5 7.1 -354.4067134
0.5 7.2 -354.9192318
0.5 7.3 -355.4256919
0.5 7.4 -355.9262598
0.5 7.5 -356.4210949
0.5 7.6 -356.91035
0.5 7.7 -357.3941716
0.5 7.8 -357.8727007
0.5 7.9 -358.3460725
0.5 8 -358.814417
0.6 -8 1245.35816
0.6 -7.9 1243.541676
0.6 -7.8 1241.725359
0.6 -7.7 1239.90799
0.6 -7.6 1238.088334
0.6 -7.5 1236.265125
0.6 -7.4 1234.437065
0.6 -7.3 1232.602813
0.6 -7.2 1230.760979
0.6 -7.1 1228.910114
0.6 -7 1227.0487
