x y z
0.6 -6.9 1225.175139
0.6 -6.8 1223.287743
0.6 -6.7 1221.384717
0.6 -6.6 1219.464148
0.6 -6.5 1217.523983
0.6 -6.4 1215.562012
0.6 -6.3 1213.575841
0.6 -6.2 1211.562872
0.6 -6.1 1209.520265
0.6 -6 1207.444908
0.6 -5.9 1205.333367
0.6 -5.8 1203.181844
0.6 -5.7 1200.98611
0.6 -5.6 1198.741438
0.6 -5.5 1196.442516
0.6 -5.4 1194.083343
0.6 -5.3 1191.657103
0.6 -5.2 1189.156013
0.6 -5.1 1186.571132
0.6 -5 1183.892128
0.6 -4.9 1181.106987
0.6 -4.8 1178.201649
0.6 -4.7 1175.159548
0.6 -4.6 1171.961031
0.6 -4.5 1168.582622
0.6 -4.4 1164.996076
0.6 -4.3 1161.16718
0.6 -4.2 1157.054225
0.6 -4.1 1152.606082
0.6 -4 1147.759822
0.6 -3.9 1142.437873
0.6 -3.8 1136.544854
0.6 -3.7 1129.964479
0.6 -3.6 1122.55748
0.6 -3.5 1114.162214
0.6 -3.4 1104.600399
0.6 -3.3 1093.690375
0.6 -3.2 1081.268088
0.6 -3.1 1067.211152
0.6 -3 1051.456407
0.6 -2.9 1034.001981
0.6 -2.8 1014.892745
0.6 -2.7 994.1970385
0.6 -2.6 971.9847732
0.6 -2.5 948.3127112
0.6 -2.4 923.2173498
0.6 -2.3 896.713126
0.6 -2.2 868.7933867
0.6 -2.1 839.4323464
0.6 -2 808.5870748
0.6 -1.9 776.1991114
0.6 -1.8 742.1956007
0.6 -1.7 706.4899794
0.6 -1.6 668.9823013
0.6 -1.5 629.5593004
0.6 -1.4 588.0943071
0.6 -1.3 544.4471562
0.6 -1.2 498.4642928
0.6 -1.1 449.9794551
0.6 -1 398.8157938
0.6 -0.9 344.7916807
0.6 -0.8 287.7369367
0.6 -0.7 227.5423074
0.6 -0.6 164.3327305
0.6 -0.5 99.21309152
0.6 -0.4 38.95781139
0.6 -0.3 19.22964311
0.6 -0.2 15.78661924
0.6 -0.1 12.63223552
0.6 0 4.207963462
0.6 0.1 -12.13940548
0.6 0.2 -15.28970754
0.6 0.3 -18.59668985
0.6 0.4 -79.24508514
0.6 0.5 -326.3471251
0.6 0.6 -346.9736529
0.6 0.7 -358.6676385
0.6 0.8 -366.9242505
0.6 0.9 -373.3293522
0.6 1 -378.5748484
0.6 1.1 -383.0245234
0.6 1.2 -386.8935577
0.6 1.3 -390.3199366
0.6 1.4 -393.3975107
0.6 1.5 -396.1930438
0.6 1.6 -398.7557425
0.6 1.7 -401.1229278
0.6 1.8 -403.323584
0.6 1.9 -405.3806737
0.6 2 -407.3127003
0.6 2.1 -409.1347941
0.6 2.2 -410.8594859
0.6 2.3 -412.4972712
0.6 2.4 -414.0570289
0.6 2.5 -415.5463373
0.6 2.6 -416.9717163
0.6 2.7 -418.3388168
0.6 2.8 -419.6525676
0.6 2.9 -420.9172944
0.6 3 -422.1368142
0.6 3.1 -423.3145119
0.6 3.2 -424.4534036
0.6 3.3 -425.5561881
0.6 3.4 -426.6252902
0.6 3.5 -427.6628963
0.6 3.6 -428.670985
0.6 3.7 -429.6513525
0.6 3.8 -430.6056347
0.6 3.9 -431.5353252
0.6 4 -432.4417919
0.6 4.1 -433.3262904
0.6 4.2 -434.1899763
0.6 4.3 -435.0339151
0.6 4.4 -435.859092
0.6 4.5 -436.6664193
0.6 4.6 -437.4567434
0.6 4.7 -438.2308514
0.6 4.8 -438.9894764
0.6 4.9 -439.733302
0.6 5 -440.4629671
0.6 5.1 -441.1790695
0.6 5.2 -441.8821696
0.6 5.3 -442.572793
0.6 5.4 -443.251434
0.6 5.5 -443.9185572
0.6 5.6 -444.5746008
0.6 5.7 -445.2199777
0.6 5.8 -445.8550781
0.6 5.9 -446.4802707
0.6 6 -447.0959043
0.6 6.1 -447.7023096
0.6 6.2 -448.2997999
0.6 6.3 -448.8886726
0.6 6.4 -449.4692103
0.6 6.5 -450.0416818
0.6 6.6 -450.6063425
0.6 6.7 -451.1634361
0.6 6.8 -451.7131946
0.6 6.9 -452.2558393
0.6 7 -452.7915817
0.6 7.1 -453.3206236
0.6 7.2 -453.8431579
0.6 7.3 -454.3593694
0.6 7.4 -454.8694348
0.6 7.5 -455.3735233
0.6 7.6 -455.8717972
0.6 7.7 -456.3644122
0.6 7.8 -456.8515175
0.6 7.9 -457.3332566
0.6 8 -457.8097672
0.7 -8 1145.360634
0.7 -7.9 1143.544194
0.7 -7.8 1141.727923
0.7 -7.7 1139.910603
0.7 -7.6 1138.090997
0.7 -7.5 1136.267841
0.7 -7.4 1134.439837
0.7 -7.3 1132.605643
0.7 -7.2 1130.763871
0.7 -7.1 1128.913071
0.7 -7 1127.051725
0.7 -6.9 1125.178236
0.7 -6.8 1123.290917
0.7 -6.7 1121.387973
0.7 -6.6 1119.467491
0.7 -6.5 1117.527418
0.7 -6.4 1115.565544
0.7 -6.3 1113.579479
0.7 -6.2 1111.566622
0.7 -6.1 1109.524137
0.7 -6 1107.44891
0.7 -5.9 1105.33751
0.7 -5.8 1103.186139
0.7 -5.7 1100.99057
0.7 -5.6 1098.746079
0.7 -5.5 1096.447354
0.7 -5.4 1094.088397
0.7 -5.3 1091.662396
0.7 -5.2 1089.161569
0.7 -5.1 1086.576981
0.7 -5 1083.898303
0.7 -4.9 1081.113529
0.7 -4.8 1078.208605
0.7 -4.7 1075.166975
0.7 -4.6 1071.968996
0.7 -4.5 1068.591205
0.7 -4.4 1065.005374
0.7 -4.3 1061.177314
0.7 -4.2 1057.065343
0.7 -4.1 1052.618365
0.7 -4 1047.773497
0.7 -3.9 1042.453223
0.7 -3.8 1036.562227
0.7 -3.7 1029.984307
0.7 -3.6 1022.580283
0.7 -3.5 1014.188601
0.7 -3.4 1004.63105
0.7 -3.3 993.7259945
0.7 -3.2 981.3093446
0.7 -3.1 967.2586083
0.7 -3 951.5104906
0.7 -2.9 934.063002
0.7 -2.8 914.9609635
0.7 -2.7 894.2727477
0.7 -2.6 872.0683777
0.7 -2.5 848.4047869
0.7 -2.4 823.3186937
0.7 -2.3 796.8248055
0.7 -2.2 768.9167998
0.7 -2.1 739.5693037
0.7 -2 708.7399169
0.7 -1.9 676.3708781
0.7 -1.8 642.3902796
0.7 -1.7 606.7128782
0.7 -1.6 569.2406169
0.7 -1.5 529.8630162
0.7 -1.4 488.4576607
0.7 -1.3 444.8911461
0.7 -1.2 399.0211915
0.7 -1.1 350.7014817
0.7 -1 299.793167
0.7 -0.9 246.194203
0.7 -0.8 189.9231241
0.7 -0.7 131.4006438
0.7 -0.6 72.67002801
0.7 -0.5 26.63210913
0.7 -0.4 19.4444732
0.7 -0.3 16.65477784
0.7 -0.2 14.17227465
0.7 -0.1 11.45208731
0.7 0 3.266686146
0.7 0.1 -11.0989221
0.7 0.2 -13.84672851
0.7 0.3 -16.33907785
0.7 0.4 -19.15333324
0.7 0.5 -30.11825667
0.7 0.6 -414.2528455
0.7 0.7 -441.4861133
0.7 0.8 -454.8195899
0.7 0.9 -463.8651323
0.7 1 -470.7357075
0.7 1.1 -476.2917816
0.7 1.2 -480.9656386
0.7 1.3 -485.0055244
0.7 1.4 -488.567369
0.7 1.5 -491.755623
0.7 1.6 -494.6437286
0.7 1.7 -497.2853187
0.7 1.8 -499.7207705
0.7 1.9 -501.9812511
0.7 2 -504.0913275
0.7 2.1 -506.0707107
0.7 2.2 -507.9354592
0.7 2.3 -509.6988307
0.7 2.4 -511.3718988
0.7 2.5 -512.9640085
0.7 2.6 -514.4831189
0.7 2.7 -515.9360649
0.7 2.8 -517.3287595
0.7 2.9 -518.6663528
0.7 3 -519.953358
0.7 3.1 -521.1937526
0.7 3.2 -522.3910599
0.7 3.3 -523.5484158
0.7 3.4 -524.6686234
0.7 3.5 -525.7541992
0.7 3.6 -526.8074102
0.7 3.7 -527.8303064
0.7 3.8 -528.8247474
0.7 3.9 -529.7924257
0.7 4 -530.7348855
0.7 4.1 -531.6535401
0.7 4.2 -532.5496864
0.7 4.3 -533.4245169
0.7 4.4 -534.279131
0.7 4.5 -535.1145442
0.7 4.6 -535.9316967
0.7 4.7 -536.7314607
0.7 4.8 -537.5146465
0.7 4.9 -538.2820084
0.7 5 -539.03425
0.7 5.1 -539.7720283
0.7 5.2 -540.4959579
0.7 5.3 -541.2066146
0.7 5.4 -541.9045385
0.7 5.5 -542.5902372
0.7 5.6 -543.2641877
0.7 5.7 -543.9268398
0.7 5.8 -544.5786171
0.7 5.9 -545.2199199
0.7 6 -545.8511262
0.7 6.1 -546.4725938
0.7 6.2 -547.0846614
0.7 6.3 -547.6876501
0.7 6.4 -548.2818647
0.7 6.5 -548.8675945
0.7 6.6 -549.4451146
0.7 6.7 -550.0146867
0.7 6.8 -550.5765601
0.7 6.9 -551.1309721
0.7 7 -551.6781493
0.7 7.1 -552.2183078
0.7 7.2 -552.751654
0.7 7.3 -553.2783853
0.7 7.4 -553.7986903
0.7 7.5 -554.3127497
0.7 7.6 -554.8207365
0.7 7.7 -555.3228164
0.7 7.8 -555.8191483
0.7 7.9 -556.3098849
0.7 8 -556.7951724
0.8 -8 1045.3636
0.8 -7.9 1043.547214
0.8 -7.8 1041.730998
0.8 -7.7 1039.913736
0.8 -7.6 1038.094191
0.8 -7.5 1036.2711
0.8 -7.4 1034.443162
0.8 -7.3 1032.60904
0.8 -7.2 1030.767342
0.8 -7.1 1028.91662
0.8 -7 1027.055357
0.8 -6.9 1025.181956
0.8 -6.8 1023.294729
0.8 -6.7 1021.391884
0.8 -6.6 1019.471506
0.8 -6.5 1017.531545
0.8 -6.4 1015.569791
0.8 -6.3 1013.583852
0.8 -6.2 1011.571132
0.8 -6.1 1009.528793
0.8 -6 1007.453723
0.8 -5.9 1005.342494
0.8 -5.8 1003.191307
0.8 -5.7 1000.995939
0.8 -5.6 998.7516661
0.8 -5.5 996.4531799
0.8 -5.4 994.094485
0.8 -5.3 991.668772
0.8 -5.2 989.1682648
0.8 -5.1 986.5840315
0.8 -5 983.9057508
0.8 -4.9 981.121422
0.8 -4.8 978.2170007
0.8 -4.7 975.1759408
0.8 -4.6 971.9786143
0.8 -4.5 968.6015744
0.8 -4.4 965.0166149
0.8 -4.3 961.1895714
0.8 -4.2 957.0787965
0.8 -4.1 952.6332391
0.8 -4 947.7900681
0.8 -3.9 942.471837
0.8 -3.8 936.5833153
0.8 -3.7 930.0083995
0.8 -3.6 922.6080237
0.8 -3.5 914.2207471
0.8 -3.4 904.6684516
0.8 -3.3 893.7695458
0.8 -3.2 881.3599046
0.8 -3.1 867.3169252
0.8 -3 851.5771615
0.8 -2.9 834.1384985
0.8 -2.8 815.0457144
0.8 -2.7 794.367246
0.8 -2.6 772.173282
0.8 -2.5 748.5210059
0.8 -2.4 723.4474633
0.8 -2.3 696.9677708
0.8 -2.2 669.076121
0.8 -2.1 639.7478037
0.8 -2 608.9412954
0.8 -1.9 576.600029
0.8 -1.8 542.6537712
0.8 -1.7 507.0196973
0.8 -1.6 469.6033606
0.8 -1.5 430.2998733
0.8 -1.4 388.9958647
0.8 -1.3 345.5733419
0.8 -1.2 299.9180162
0.8 -1.1 251.9386476
0.8 -1 201.6164373
0.8 -0.9 149.1490572
0.8 -0.8 95.46288032
0.8 -0.7 44.85931603
0.8 -0.6 22.69980161
0.8 -0.5 19.50410805
0.8 -0.4 17.1403013
0.8 -0.3 15.0249837
0.8 -0.2 12.90824827
0.8 -0.1 10.4238972
0.8 0 2.335140387
0.8 0.1 -10.16241104
0.8 0.2 -12.6817253
0.8 0.3 -14.81912226
0.8 0.4 -16.96313333
0.8 0.5 -19.38715362
0.8 0.6 -22.91992339
0.8 0.7 -473.0505832
0.8 0.8 -531.8725541
0.8 0.9 -549.0129224
0.8 1 -559.5423035
0.8 1.1 -567.2262496
0.8 1.2 -573.2991094
0.8 1.3 -578.3325974
0.8 1.4 -582.6386083
0.8 1.5 -586.4062843
0.8 1.6 -589.7591241
0.8 1.7 -592.782291
0.8 1.8 -595.5370352
0.8 1.9 -598.068905
0.8 2 -600.4127059
0.8 2.1 -602.5956417
0.8 2.2 -604.639384
0.8 2.3 -606.5614803
0.8 2.4 -608.3763412
0.8 2.5 -610.0959471
0.8 2.6 -611.7303674
0.8 2.7 -613.2881471
0.8 2.8 -614.7766002
0.8 2.9 -616.202036
0.8 3 -617.5699356
0.8 3.1 -618.8850905
0.8 3.2 -620.1517144
0.8 3.3 -621.3735325
0.8 3.4 -622.5538543
0.8 3.5 -623.6956334
0.8 3.6 -624.8015166
0.8 3.7 -625.8738856
0.8 3.8 -626.9148908
0.8 3.9 -627.9264806
0.8 4 -628.9104261
0.8 4.1 -629.8683415
0.8 4.2 -630.801703
0.8 4.3 -631.7118631
0.8 4.4 -632.6000651
0.8 4.5 -633.4674537
0.8 4.6 -634.3150857
0.8 4.7 -635.1439387
0.8 4.8 -635.9549187
0.8 4.9 -636.7488671
0.8 5 -637.5265665
0.8 5.1 -638.2887464
0.8 5.2 -639.0360876
0.8 5.3 -639.7692266
0.8 5.4 -640.4887594
0.8 5.5 -641.1952447
0.8 5.6 -641.8892072
0.8 5.7 -642.5711401
0.8 5.8 -643.2415077
0.8 5.9 -643.9007476
0.8 6 -644.5492728
0.8 6.1 -645.1874732
0.8 6.2 -645.8157177
0.8 6.3 -646.4343555
0.8 6.4 -647.0437173
0.8 6.5 -647.6441171
0.8 6.6 -648.2358527
0.8 6.7 -648.8192073
0.8 6.8 -649.3944501
0.8 6.9 -649.9618373
0.8 7 -650.5216132
0.8 7.1 -651.0740104
0.8 7.2 -651.6192511
0.8 7.3 -652.1575473
0.8 7.4 -652.6891016
0.8 7.5 -653.2141077
0.8 7.6 -653.7327511
0.8 7.7 -654.2452092
0.8 7.8 -654.751652
0.8 7.9 -655.2522425
0.8 8 -655.747137
0.9 -8 945.3672171
0.9 -7.9 943.5508966
0.9 -7.8 941.7347493
0.9 -7.7 939.9175591
0.9 -7.6 938.0980894
0.9 -7.5 936.2750764
0.9 -7.4 934.447222
0.9 -7.3 932.6131864
0.9 -7.2 930.7715801
0.9 -7.1 928.9209548
0.9 -7 927.0597937
0.9 -6.9 925.1865008
0.9 -6.8 923.2993886
0.9 -6.7 921.3966646
0.9 -6.6 919.4764159
0.9 -6.5 917.5365919
0.9 -6.4 915.5749839
0.9 -6.3 913.5892023
0.9 -6.2 911.5766502
0.9 -6.1 909.5344918
0.9 -6 907.4596167
0.9 -5.9 905.3485973
0.9 -5.8 903.1976383
0.9 -5.7 901.0025174
0.9 -5.6 898.7585137
0.9 -5.5 896.4603222
0.9 -5.4 894.1019508
0.9 -5.3 891.6765945
0.9 -5.2 889.176482
0.9 -5.1 886.5926875
0.9 -5 883.9148972
0.9 -4.9 881.1311191
0.9 -4.8 878.2273199
0.9 -4.7 875.1869668
0.9 -4.6 871.9904488
0.9 -4.5 868.6143398
0.9 -4.4 865.03046
0.9 -4.3 861.2046785
0.9 -4.2 857.0953904
0.9 -4.1 852.6515983
0.9 -4 847.81054
0.9 -3.9 842.4948556
0.9 -3.8 836.6094216
0.9 -3.7 830.0382632
0.9 -3.6 822.6424603
0.9 -3.5 814.260722
0.9 -3.4 804.7150579
0.9 -3.3 793.8239466
0.9 -3.2 781.423242
0.9 -3.1 767.3902273
0.9 -3 751.6612953
0.9 -2.9 734.2342042
0.9 -2.8 715.153713
0.9 -2.7 694.4883816
0.9 -2.6 672.308662
0.9 -2.5 648.6721297
0.9 -2.4 623.6163497
0.9 -2.3 597.1571085
0.9 -2.2 569.28947
0.9 -2.1 539.9898867
0.9 -2 509.2184328
0.9 -1.9 476.9208065
0.9 -1.8 443.0300936
0.9 -1.7 407.4685107
0.9 -1.6 370.1495855
0.9 -1.5 330.9816637
0.9 -1.4 289.8746332
0.9 -1.3 246.7543785
0.9 -1.2 201.5971031
0.9 -1.1 154.5211876
0.9 -1 106.0788669
0.9 -0.9 58.50758098
0.9 -0.8 26.21823923
0.9 -0.7 21.87361027
0.9 -0.6 19.43307265
0.9 -0.5 17.39963135
0.9 -0.4 15.54653796
0.9 -0.3 13.73251854
0.9 -0.2 11.8097704
0.9 -0.1 9.463581587
0.9 0 1.401833245
0.9 0.1 -9.26623691
0.9 0.2 -11.64807716
0.9 0.3 -13.59246469
0.9 0.4 -15.43173398
0.9 0.5 -17.32265897
0.9 0.6 -19.42476227
0.9 0.7 -22.02796562
0.9 0.8 -32.47796115
0.9 0.9 -611.3926337
0.9 1 -639.6129574
0.9 1.1 -653.1594418
0.9 1.2 -662.3143335
0.9 1.3 -669.256933
0.9 1.4 -674.8676034
0.9 1.5 -679.5862526
0.9 1.6 -683.6646629
0.9 1.7 -687.2606378
0.9 1.8 -690.4797247
0.9 1.9 -693.3960602
0.9 2 -696.0637456
0.9 2.1 -698.5234914
0.9 2.2 -700.8067124
0.9 2.3 -702.9381664
0.9 2.4 -704.9377163
0.9 2.5 -706.8215442
0.9 2.6 -708.6030108
0.9 2.7 -710.2932768
0.9 2.8 -711.9017621
0.9 2.9 -713.436491
0.9 3 -714.9043555
0.9 3.1 -716.3113192
0.9 3.2 -717.6625774
0.9 3.3 -718.9626841
0.9 3.4 -720.2156532
0.9 3.5 -721.4250412
0.9 3.6 -722.5940142
0.9 3.7 -723.7254031
0.9 3.8 -724.8217495
0.9 3.9 -725.8853439
0.9 4 -726.9182576
0.9 4.1 -727.92237
0.9 4.2 -728.8993919
0.9 4.3 -729.8508846
0.9 4.4 -730.7782773
0.9 4.5 -731.6828813
0.9 4.6 -732.5659031
0.9 4.7 -733.4284548
0.9 4.8 -734.2715639
0.9 4.9 -735.096182
0.9 5 -735.9031915
0.9 5.1 -736.6934127
0.9 5.2 -737.4676093
0.9 5.3 -738.2264935
0.9 5.4 -738.9707306
0.9 5.5 -739.7009429
0.9 5.6 -740.4177135
0.9 5.7 -741.1215896
0.9 5.8 -741.8130849
0.9 5.9 -742.4926832
0.9 6 -743.1608395
0.9 6.1 -743.8179835
0.9 6.2 -744.4645204
0.9 6.3 -745.1008334
0.9 6.4 -745.7272849
0.9 6.5 -746.3442182
0.9 6.6 -746.9519586
0.9 6.7 -747.5508151
0.9 6.8 -748.1410808
0.9 6.9 -748.7230346
0.9 7 -749.2969416
0.9 7.1 -749.8630545
0.9 7.2 -750.421614
0.9 7.3 -750.9728495
0.9 7.4 -751.5169802
0.9 7.5 -752.0542152
0.9 7.6 -752.5847548
0.9 7.7 -753.10879
0.9 7.8 -753.626504
0.9 7.9 -754.1380721
0.9 8 -754.6436624
1 -8 845.3717209
1 -7.9 843.5554828
1 -7.8 841.7394218
1 -7.7 839.9223218
1 -7.6 838.1029467
1 -7.5 836.2800329
1 -7.4 834.4522827
1 -7.3 832.6183567
1 -7.2 830.7768658
1 -7.1 828.9263622
1 -7 827.0653297
1 -6.9 825.1921728
1 -6.8 823.3052047
1 -6.7 821.4026337
1 -6.6 819.4825476
1 -6.5 817.5428968
1 -6.4 815.5814738
1 -6.3 813.59589
1 -6.2 811.58355
1 -6.1 809.5416195
1 -6 807.46699
1 -5.9 805.3562359
1 -5.8 803.2055644
1 -5.7 801.0107559
1 -5.6 798.7670927
1 -5.5 796.4692738
1 -5.4 794.1113117
1 -5.3 791.6864065
1 -5.2 789.1867935
1 -5.1 786.6035547
1 -5 783.9263855
1 -4.9 781.1433055
1 -4.8 778.2402951
1 -4.7 775.2008389
1 -4.6 772.0053473
1 -4.5 768.630421
1 -4.4 765.0479142
1 -4.3 761.2237389
1 -4.2 757.1163448
1 -4.1 752.6748045
1 -4 747.8364447
1 -3.9 742.5240183
1 -3.8 736.6425423
1 -3.7 730.0762116
1 -3.6 722.6863014
1 -3.5 714.3117254
1 -3.4 704.7746769
1 -3.3 693.8937511
1 -3.2 681.5048112
1 -3.1 667.4850381
1 -3 651.7706681
1 -2.9 634.3593531
1 -2.8 615.2958952
1 -2.7 594.6490984
1 -2.6 572.4898719
1 -2.5 548.8764622
1 -2.4 523.8473437
1 -2.3 497.4195176
1 -2.2 469.5896971
1 -2.1 440.3366372
1 -2 409.6237354
1 -1.9 377.4016632
1 -1.8 343.6112533
1 -1.7 308.1873545
1 -1.6 271.0652341
1 -1.5 232.1931772
1 -1.4 191.5606718
1 -1.3 149.2699017
1 -1.2 105.7496046
1 -1.1 62.60493653
1 -1 29.437848
1 -0.9 23.7867646
1 -0.8 21.2936032
1 -0.7 19.28053772
1 -0.6 17.51001596
1 -0.5 15.86020151
1 -0.4 14.24661675
1 -0.3 12.59043258
1 -0.2 10.77789808
1 -0.1 8.515944173
1 0 0.7243720015
1 0.1 -8.365493949
1 0.2 -10.662388
1 0.3 -12.49560227
1 0.4 -14.17336031
1 0.5 -15.81420938
1 0.6 -17.50364878
1 0.7 -19.33909371
1 0.8 -21.47316641
1 0.9 -24.27593337
1 1 -68.50193641
1 1.1 -720.207414
1 1.2 -742.7791827
1 1.3 -754.9992284
1 1.4 -763.5379947
1 1.5 -770.1297843
1 1.6 -775.5149667
1 1.7 -780.0771601
1 1.8 -784.04117
1 1.9 -787.5502464
1 2 -790.7013883
1 2.1 -793.5633799
1 2.2 -796.1867995
1 2.3 -798.609944
1 2.4 -800.8625199
1 2.5 -802.9680421
1 2.6 -804.9454479
1 2.7 -806.8102167
1 2.8 -808.5751658
1 2.9 -810.2510302
1 3 -811.846891
1 3.1 -813.3705003
1 3.2 -814.8285287
1 3.3 -816.2267582
1 3.4 -817.5702338
1 3.5 -818.863384
1 3.6 -820.1101177
1 3.7 -821.3139021
1 3.8 -822.4778277
1 3.9 -823.6046607
1 4 -824.6968869
1 4.1 -825.7567488
1 4.2 -826.786276
1 4.3 -827.7873117
1 4.4 -828.7615346
1 4.5 -829.7104785
1 4.6 -830.6355478
1 4.7 -831.5380324
1 4.8 -832.4191193
1 4.9 -833.2799036
1 5 -834.1213978
1 5.1 -834.9445396
1 5.2 -835.7501996
1 5.3 -836.539187
1 5.4 -837.3122557
1 5.5 -838.0701091
1 5.6 -838.8134045
1 5.7 -839.542757
1 5.8 -840.2587432
1 5.9 -840.9619042
1 6 -841.6527486
1 6.1 -842.3317549
1 6.2 -842.9993741
1 6.3 -843.6560313
1 6.4 -844.3021283
1 6.5 -844.9380448
1 6.6 -845.56414
1 6.7 -846.1807543
1 6.8 -846.7882105
1 6.9 -847.386815
1 7 -847.9768587
1 7.1 -848.5586184
1 7.2 -849.1323574
1 7.3 -849.6983266
1 7.4 -850.2567649
1 7.5 -850.8079004
1 7.6 -851.3519508
1 7.7 -851.889124
1 7.8 -852.4196188
1 7.9 -852.9436255
1 8 -853.461326
1.1 -8 745.3774764
1.1 -7.9 743.5613452
1.1 -7.8 741.7453958
1.1 -7.7 739.9284128
1.1 -7.6 738.1091603
1.1 -7.5 736.286375
1.1 -7.4 734.4587599
1.1 -7.3 732.624976
1.1 -7.2 730.7836348
1.1 -7.1 728.9332892
1.1 -7 727.0724235
1.1 -6.9 725.1994431
1.1 -6.8 723.312662
1.1 -6.7 721.4102895
1.1 -6.6 719.4904146
1.1 -6.5 717.5509889
1.1 -6.4 715.589806
1.1 -6.3 713.6044794
1.1 -6.2 711.592415
1.1 -6.1 709.5507809
1.1 -6 707.4764708
1.1 -5.9 705.3660619
1.1 -5.8 703.2157645
1.1 -5.7 701.0213627
1.1 -5.6 698.7781431
1.1 -5.5 696.4808098
1.1 -5.4 694.123381
1.1 -5.3 691.6990642
1.1 -5.2 689.2001032
1.1 -5.1 686.6175898
1.1 -5 683.941232
1.1 -4.9 681.1590644
1.1 -4.8 678.2570857
1.1 -4.7 675.2188036
1.1 -4.6 672.0246566
1.1 -4.5 668.6512813
1.1 -4.4 665.0705768
1.1 -4.3 661.2485122
1.1 -4.2 657.1436106
1.1 -4.1 652.7050381
1.1 -4 647.8702413
1.1 -3.9 642.5621255
1.1 -3.8 636.6858995
1.1 -3.7 630.1259921
1.1 -3.6 622.7439513
1.1 -3.5 614.3789853
1.1 -3.4 604.853565
1.1 -3.3 593.9864903
1.1 -3.2 581.6137033
1.1 -3.1 567.6123321
1.1 -3 551.9185046
1.1 -2.9 534.5298497
1.1 -2.8 515.4913738
1.1 -2.7 494.8724034
1.1 -2.6 472.7447338
1.1 -2.5 449.1679115
1.1 -2.4 424.1822287
1.1 -2.3 397.8072319
1.1 -2.2 370.0432831
1.1 -2.1 340.8745503
1.1 -2 310.272788
1.1 -1.9 278.2021697
1.1 -1.8 244.6265232
1.1 -1.7 209.5224129
1.1 -1.6 172.9069537
1.1 -1.5 134.9063768
1.1 -1.4 95.95877885
1.1 -1.3 57.63847291
1.1 -1.2 29.79900005
1.1 -1.1 25.16159015
1.1 -1 22.74110628
1.1 -0.9 20.78218164
1.1 -0.8 19.07506688
1.1 -0.7 17.51107712
1.1 -0.6 16.02101779
1.1 -0.5 14.55419383
1.1 -0.4 13.06474207
1.1 -0.3 11.49627637
1.1 -0.2 9.748842003
1.1 -0.1 7.539286981
1.1 0 0.3631956771
1.1 0.1 -7.424053314
1.1 0.2 -9.668149854
1.1 0.3 -11.43557394
1.1 0.4 -13.02324343
1.1 0.5 -14.5342074
1.1 0.6 -16.02796711
1.1 0.7 -17.55513594
1.1 0.8 -19.17502376
1.1 0.9 -20.97403883
1.1 1 -23.1007549
1.1 1.1 -25.93445344
1.1 1.2 -79.53525976
1.1 1.3 -820.4251194
1.1 1.4 -842.6282163
1.1 1.5 -854.7546526
1.1 1.6 -863.2481447
1.1 1.7 -869.815507
1.1 1.8 -875.1864
1.1 1.9 -879.7399688
1.1 2 -883.6988155
1.1 2.1 -887.2049764
1.1 2.2 -890.3547266
1.1 2.3 -893.216392
1.1 2.4 -895.8402474
1.1 2.5 -898.2643811
1.1 2.6 -900.5183522
1.1 2.7 -902.6255687
1.1 2.8 -904.6048892
1.1 2.9 -906.471734
1.1 3 -908.2388758
1.1 3.1 -909.917015
1.1 3.2 -911.5152064
1.1 3.3 -913.0411811
1.1 3.4 -914.5015935
1.1 3.5 -915.9022129
1.1 3.6 -917.2480743
1.1 3.7 -918.5435984
1.1 3.8 -919.7926876
1.1 3.9 -920.9988045
1.1 4 -922.1650358
1.1 4.1 -923.2941447
1.1 4.2 -924.3886149
1.1 4.3 -925.4506871
1.1 4.4 -926.4823899
1.1 4.5 -927.4855656
1.1 4.6 -928.4618926
1.1 4.7 -929.4129041
1.1 4.8 -930.3400049
1.1 4.9 -931.2444846
1.1 5 -932.1275307
1.1 5.1 -932.9902386
1.1 5.2 -933.8336213
1.1 5.3 -934.658617
1.1 5.4 -935.4660967
1.1 5.5 -936.2568704
1.1 5.6 -937.0316927
1.1 5.7 -937.7912674
1.1 5.8 -938.5362527
1.1 5.9 -939.2672643
1.1 6 -939.9848795
1.1 6.1 -940.68964
1.1 6.2 -941.3820553
1.1 6.3 -942.0626044
1.1 6.4 -942.731739
1.1 6.5 -943.389885
1.1 6.6 -944.0374447
1.1 6.7 -944.6747984
1.1 6.8 -945.3023061
1.1 6.9 -945.9203089
1.1 7 -946.52913
1.1 7.1 -947.1290763
1.1 7.2 -947.7204396
1.1 7.3 -948.3034971
1.1 7.4 -948.8785127
1.1 7.5 -949.4457377
1.1 7.6 -950.0054117
1.1 7.7 -950.5577631
1.1 7.8 -951.1030104
1.1 7.9 -951.6413617
1.1 8 -952.1730165
1.2 -8 645.3850825
1.2 -7.9 643.5690949
1.2 -7.8 641.7532958
1.2 -7.7 639.9364701
1.2 -7.6 638.1173825
1.2 -7.5 636.2947704
1.2 -7.4 634.4673372
1.2 -7.3 632.6337447
1.2 -7.2 630.7926051
1.2 -7.1 628.9424722
1.2 -7 627.0818314
1.2 -6.9 625.2090889
1.2 -6.8 623.32256
1.2 -6.7 621.4204554
1.2 -6.6 619.5008654
1.2 -6.5 617.5617434
1.2 -6.4 615.600885
1.2 -6.3 613.6159056
1.2 -6.2 611.6042137
