# assembled channel, EIS architecture A, nominal castalia_typ_25 at 37 C, simruns/eisdemo_20260825/ac
# f[Hz]  |magnitude error| [%] -- typical electrode, N = 20
0.1 0.0117876
0.125893 0.0118594
0.158489 0.0118592
0.199526 0.0118685
0.251189 0.0118086
0.316228 0.0118438
0.398107 0.0118619
0.501187 0.011852
0.630957 0.0118254
0.794328 0.0118466
1 0.0118339
1.25893 0.0118586
1.58489 0.0119984
1.99526 0.0120347
2.51189 0.0118836
3.16228 0.012108
3.98107 0.0123852
5.01187 0.0129482
6.30957 0.0134841
7.94328 0.0145274
10 0.0160486
12.5893 0.0184163
15.8489 0.0222623
19.9526 0.028014
25.1189 0.0377643
31.6228 0.0526566
39.8107 0.0748326
50.1187 0.108333
63.0957 0.157291
79.4328 0.225609
100 0.315597
125.893 0.425519
158.489 0.547983
199.526 0.67106
251.189 0.782916
316.228 0.875522
398.107 0.946763
501.187 0.998632
630.957 1.03549
794.328 1.06206
1000 1.08235
1258.93 1.10008
1584.89 1.11916
1995.26 1.14311
2511.89 1.17737
3162.28 1.22892
3981.07 1.30887
5000 1.4323
5011.87 1.4339
6309.57 1.62929
7943.28 1.93372
10000 2.40381
12589.3 3.1198
15848.9 4.18756
19952.6 5.73028
20000 5.74913
25118.9 7.86122
31622.8 10.6289
39810.7 13.951
50118.7 17.5826
63095.7 21.1689
79432.8 24.3716
100000 26.9842
